video id,comment,sentiment score,sentiment type
8eqWXQzs3HM,"i lost half my net worth and im 21, it'll be a great story to tell my kids in the future!!",0.1866666667,Positive
8eqWXQzs3HM,How is Xonekum better than anything else right now?,0.3928571429,Positive
8eqWXQzs3HM,"Xonekum is doing more than great, we still early there too",0.4666666667,Positive
8eqWXQzs3HM,Imagine Xonekum at $1 now and $15 next year. That’s why I’m all in—no brainer!,0,Neutral
8eqWXQzs3HM,"What a statement, damn. So its said that Xonekum is just about to launch and I think that will really change a lot of what was happening in the previous years, 2024 will shine yay",0.01666666667,Neutral
8eqWXQzs3HM,Xonekum army is a thing,0,Neutral
8eqWXQzs3HM,80k on BTC is just a start Xonekum already on the spot of a next top50,0,Neutral
8eqWXQzs3HM,"Xonekum feels like Bitcoin in 2010. Undervalued, strong backing, and ready to explode. Holding 200k now.",0.3166666667,Positive
8eqWXQzs3HM,Think outside the box think Xonekum,0,Neutral
8eqWXQzs3HM,Xonekum gonna be so huge!,0.5,Positive
8eqWXQzs3HM,Grab a Xonekum a day keep the doctor away,0,Neutral
8eqWXQzs3HM,"Xonekum appears like a cult, but then again everyone will have a lambo there, I believe that part is true",0.35,Positive
8eqWXQzs3HM,"Every country in the world has had taxes on other countries, but now it's Trump doing it, it's the end of the world apparently?",-0.0375,Negative
8eqWXQzs3HM,Thank you with Xonekum you rly made my day brighter,0,Neutral
8eqWXQzs3HM,I sold my wife to buy Xonekum,0,Neutral
8eqWXQzs3HM,"i myself only like american softwares and gym machines. Besides that i dont want to use any other american product even if it is slightly cheaper, because it is not better than the alternatives available to me.",-0.02023809524,Negative
BJ3N0_gO9gg,Lamborghini and Ferrari overrated you can get a car for much cheaper that will have much cheaper insurance payments and also last longer,0.1333333333,Positive
BJ3N0_gO9gg,Ferrari is overrated as a car brand. The company has a record of mistreating others. Jay Leno once mentioned that they made severe demands of him to become a customer despite his status as a celebrity and car collector. Ferrari reneged on a business deal to sell themselves to Ford and allegedly used it just to increase their price with Fiat.,-0.1,Negative
BJ3N0_gO9gg,I genuinly would pick Ferrari over Lamborghini anyday.,0,Neutral
BJ3N0_gO9gg,"Cars are pointless, 7 figures a year and a beat up Toyota.",-0.25,Negative
pFGHA-pYU7s,Bros SeatGeek adds got him bands tbh on YouTube,0,Neutral
pFGHA-pYU7s,lmaoo this is NOT why david dobrik quit youtube 💀💀💀,0,Neutral
pFGHA-pYU7s,lol cmon now,0.8,Positive
pFGHA-pYU7s,He's boring as hell. That's why I don't watch him.,-1,Negative
pFGHA-pYU7s,Having the follower base is what made all of his businesses succeed. Like Prime would have fallen off in a year if Logan and Ksi never promoted to children that are the only consumers on charts. And whistlingdiesels shitty alcohol brand would never of even made it on shelf’s if he didn’t have 10million tards worshipping him and his crappy merch,-0.4,Negative
pFGHA-pYU7s,The Ad-pocalypse in late 2010’s drove a lot of advertisers away and CPM dropped drastically.  His content was always edgy-sexual humor and his demographic was younger teens to 24 year olds.,-0.15,Negative
pFGHA-pYU7s,Makes so sense. He’s making 2k a month but has million dollar streams ?,0,Neutral
pFGHA-pYU7s,How much did he pay you to make this?,0.2,Positive
pFGHA-pYU7s,Tax avoidance,0,Neutral
pFGHA-pYU7s,This guy is such a tool.,0,Neutral
pFGHA-pYU7s,Its because his channels dead,-0.2,Negative
pFGHA-pYU7s,Is that just cause payouts decreased so drastically?,-0.4,Negative
8Y7Pyzqc9tk,"-Here is a link containing the source material for each piece of research cited. I do my best to make my videos as accurate as I can, and the additional resources should help anyone who wants to look into them further - enjoy! https://docs.google.com/spreadsheets/d/1qJUpcs3UxTlvNukMe9CkPlHrH34wgVGsBq4g2MhpHaM/edit?usp=sharing
-Thanks To ZipRecruiter For Sponsoring This Video: Post your job FOR FREE at https://ziprecruiter.yt.link/2xkFd0B",0.3857142857,Positive
8Y7Pyzqc9tk,Should I buy property now?,0,Neutral
8Y7Pyzqc9tk,"It's been 3 days since the tariffs were implemented, and inflation has actually gone done, now at 1.3% according to Trueflation. Everybody's concerns are hypothetical and irrational.",0,Neutral
8Y7Pyzqc9tk,"Bad advice. Trump is not providing a stable environment, so it is better to be in European stock market.",-0.06666666667,Negative
8Y7Pyzqc9tk,"Remember folks nothing is as good of an investment as FTX, now at an all time great price.",0.75,Positive
8Y7Pyzqc9tk,"The recession was in 2023-2024 

Now we are in a stagflation depression",0,Neutral
8Y7Pyzqc9tk,"Also, it’s not a recession if you’re making record profits or actually any profits at all",0,Neutral
8Y7Pyzqc9tk,"Which sector would best benefit from this tariff, i have about $63k i would like to invest in the sectors",1,Positive
8Y7Pyzqc9tk,Could you talk without moving your hands and head too much? Hard to focus on your speech..,-0.2916666667,Negative
8Y7Pyzqc9tk,"Graham, you said it, keep a leveled head. I myself divested a month ago when I saw the signs. Now a month later, I'm happy with my interest payment on my moneymarket. I do plan to come back in and not try to ""time"" the market. I think your advice to continue at the regular pace is good advice, otherwise we risk not benefiting form the upside of a downturn.",0.3,Positive
8Y7Pyzqc9tk,"This is why we voted for Trump to make a change, America was about to be bankrupt if Kamala got in. Trump is trying to save it. People don’t understand economics or business",0,Neutral
8Y7Pyzqc9tk,I will never afford to retire. I don't give a damn about a line on a chart.,0,Neutral
8Y7Pyzqc9tk,"0:44 Amazing chart. The three spikes are 9/11, a global pandemic, and Donald Trump trying to do good policy.",0.4333333333,Positive
8Y7Pyzqc9tk,"Bruh idk why they are crying


It was clear from trump policies that he favored rich
Poor became poorer
Taxes were cut off
Which means all the billionaires who had to give maybe like 30,40% income tax 
Which is around 30,40 millions
Which means they are saving 30,40 millions
But poor or middle class is saving a LOT LESS from tax cut off
And also theres now price hike cuz of tariffs, and yet they still voted for trump

I Know trump did bad, and if they wouldve voted for kamala, she wouldve done it worse

They clearly need a new sensible leader, maybe like vivek or any other idk.
If you disagree, argue with me in the replies",-0.06771561772,Negative
8Y7Pyzqc9tk,Be patient. Now is the time to increase contributions to 401ks and investments.,0,Neutral
8Y7Pyzqc9tk,The is going to be called the world reset.  Hope you sat on some money to make a huge buy at the bottom.,0.4,Positive
8Y7Pyzqc9tk,It's time to buy now that is cheaper.,0,Neutral
8Y7Pyzqc9tk,Investors get ready to Withdraw.,0.2,Positive
8Y7Pyzqc9tk,Bro. All of you act as if we haven’t BEEN in a recession. Anyone who doesn’t understand that is delusional.,0,Neutral
8Y7Pyzqc9tk,"Vietnam just switched from a 97% tariff on American goods to ZERO TARIFF on American goods and guess what?
The USA will reciprocate!
So no tariffs in either direction.... Do you GET IT now?",0,Neutral
8Y7Pyzqc9tk,I think we all know we are in a Recession. We don’t need anyone to tell us we are in one.   Just look around…👀 thx!,0,Neutral
8Y7Pyzqc9tk,We gonna hit depression in a couple months if Trump keeps this crap up.,-0.8,Negative
8Y7Pyzqc9tk,Zip recruiter is not that good,0.7,Positive
8Y7Pyzqc9tk,"I Hit $32,590 today. Thank you for all the knowledge and nuggets you had thrown my way over the last week. i started with 5k in last week 2025... now i just hit $32,590",0,Neutral
8Y7Pyzqc9tk,If we do go into recession it would be due to Biden’s economy finally imploding in on itself eventually.,-0.0625,Negative
8Y7Pyzqc9tk,Comments are full of bots. Disgusting,-0.325,Negative
8Y7Pyzqc9tk,"I had to to hit the like buttom because it has been extremely difficult to find youtubers that try to remain unbiased and just lay the facts out as they are. 
Most creators and banking on getting clicks from sensationalism and their over dramatized takes so it truly is refreshing to just hear it from a straight shooter",0.175,Positive
8Y7Pyzqc9tk,so now we have to suffer because the other lady had a weird laugh,-0.1083333333,Negative
8Y7Pyzqc9tk,Would you predict the price of gold going up or down?,-0.1555555556,Negative
8Y7Pyzqc9tk,If you are under 50 you desperately need a recession. We have been paying record highs since 2008,-0.6,Negative
8Y7Pyzqc9tk,You think you’re in the middle being non biased but what you’re really doing is sanewashing the insanity that’s going on in our government right now. We’ve already been barely held together by duct tape and bubble gum here in the US for a long time now. People can’t handle any more struggle and economic pain. If these tariffs continue for long we’re going to have a total economic collapse.,0.1335714286,Positive
8Y7Pyzqc9tk,We just had a recession in 2023,0,Neutral
8Y7Pyzqc9tk,"I work in water and waste water, we are more busy than ever. Can’t hiring enough. It’s crazy ppl leave a company like this when we don’t blink an eye at spending 2mill on marketing, which we don’t even bother checking the analytics for. Stop working and supporting large corps. Those places have ruined everything.",0.03775510204,Neutral
8Y7Pyzqc9tk,"Turkish real estate could be the perfect safe haven given these economic shifts. Investing in property in Istanbul or on the Turkish Riviera could offer you both stability and significant upside potential. Turkey’s strategic location, fast-growing economy, and affordable property prices make it an ideal market to weather the storm and come out ahead. Let's chat more about how you can benefit from this unique opportunity!",0.4604166667,Positive
8Y7Pyzqc9tk,Didn't you vote for this?,0,Neutral
8Y7Pyzqc9tk,"Not a recession Biden had us in a recession what this is, is a Depression Trump has put us in",0,Neutral
8Y7Pyzqc9tk,When you care more about who is trans than your own 401k this is what happens,0.55,Positive
8Y7Pyzqc9tk,Why can't you just admit that Trump is a moron.  There's no real strategy here. We need to stop voting in Republicans. They always do this to the economy.,-0.45,Negative
8Y7Pyzqc9tk,"You just reading off the past , “history repeats itself” nothing really informative",-0.025,Negative
8Y7Pyzqc9tk,You look like Tom Cruise but younger. (I know that I am out of context but who care?),0,Neutral
8Y7Pyzqc9tk,"The problem is that many of those who voted for this will be force fed garbage propaganda; inevitably resulting in those voters doubling down, saying that “I completely support paying more” despite all evidence that is far from the truth",0.1349206349,Positive
8Y7Pyzqc9tk,"why is he sabotaging our lives, everything was already inflated enough",0,Neutral
8Y7Pyzqc9tk,"The best time was high school for me 2004-2008. America had a Recession from 12-1-07 to 06-1-09. If I remember correctly, Obama fixed most of it. Now were going back, back in to time. A lot of poor mofo's are screwed.",0.1942857143,Positive
8Y7Pyzqc9tk,"To me comparing different recessions and trying to glean a common outcome is like comparing different cancers and comparing the different outcomes. Every cancer is different and you can't assume lung cancer has the same effects and recovery strategies as brain cancer.
China is so much of a different economic beast than in most other US recession times and Trump's ""America First"" rhetoric has upped to outright insulting other countries, threatening annexation and removing foreign aid funding etc which is souring the positive view of the USA in many countries around the world.
The USA has already lost it's soft power grip on many places and the Chinese are moving in with their Belt and Road Initiative and other economic ties effectively replacing the USA as the main trading partner.
American manufacturing didn't just disappear overnight and it can't just be magiced back overnight either so the idea that new factories will just automatically be built and somehow service the needs of 340 million+ people is delusional. American industry even at it's peak was never capable of fulfilling the needs of 340 million people and people today require a much more diverse range of products than they ever did before. Especially if you include food production there's simply no way to grow certain things like coffee in the USA domestically to any level that would be able ro meet consumer demand.
Trump is simply taxing his own middle-class and below population into poverty while claiming it's going to somehow ""Make America Great Again"".",0.1137385762,Positive
8Y7Pyzqc9tk,"GLARING MISS...  30% of homes in some areas are short-term airbnb rentals. Recession/Depression hits, no extra money, less vacations, AirBNB owners can't pay the loan/mortgages on their multiple properties, mortgages foreclose on millions of properties, market AGAIN flooded with homes just like or worse than 2008.",-0.1416666667,Negative
8Y7Pyzqc9tk,34% on Taiwan to make then build semiconductors here … too bad it takes about 5 years,-0.7,Negative
8Y7Pyzqc9tk,No one should listen to this self-proclaimed expert,0,Neutral
8Y7Pyzqc9tk,A 25% recession has a different name : it’s called a depression,0,Neutral
8Y7Pyzqc9tk,"The stock market fear and greed index is at a high with most investors trying as much as possible to caution out the market.  As a beginner investor, i am at a crossroads as what the best approach is and thus need help protecting a $100k tech and dividend stock portfolio.",0.415,Positive
qs9sWKuWLAk,They also send happy birthday notes as well from chewy,0.8,Positive
qs9sWKuWLAk,damn i’m early to a graham video?!??,0.125,Positive
qs9sWKuWLAk,Every customer gets a kiss from me at work,0,Neutral
qs9sWKuWLAk,Dang chewy is smart they should do this with cat food too,0.2142857143,Positive
qs9sWKuWLAk,First?,0.25,Positive
Cb6IovjK46g,Theft,0,Neutral
Cb6IovjK46g,She needs a better cpa 😂😂😂😂,0.5,Positive
Cb6IovjK46g,I thought Irish businesses had a deal where there was no tax on Irish businesses coming to America. There was a story about how a business basically shipped things from Asia to Ireland and then the us in order to not pay taxes,0,Neutral
Cb6IovjK46g,"I make $8,400roughly every two weeks heavy equipment operator and I 2 can say tax is crazy but this is next level",-0.2666666667,Negative
Cb6IovjK46g,Who the hell watches that thing,0,Neutral
Cb6IovjK46g,Buy another expensive house and use it as a tax right off,-0.1071428571,Negative
Cb6IovjK46g,"If that's truly the case (not trying to start an argument), why do you live where you do?",0.1363636364,Positive
Cb6IovjK46g,60%????,0,Neutral
Cb6IovjK46g,"Pay sometime to help you. It’s not difficult.

Btw, Twitch fee isn’t a “tax”. You’re paying to use their service. It’s a commission.

You can help to stop phone two countries worth of tax, though.",0.275,Positive
Cb6IovjK46g,Just move to Dubai,0,Neutral
Cb6IovjK46g,Oh no you get taxes 60% thats 5% worse then living in belgium,-0.4,Negative
Cb6IovjK46g,Those eyes😮,0,Neutral
Cb6IovjK46g,Maybe Change country?,0,Neutral
Cb6IovjK46g,Tax is the scammiest legal thing humanity has ever made,0.2,Positive
Cb6IovjK46g,That’s not including the gifts she gets from simps.,0,Neutral
Cb6IovjK46g,There is a Treaty! She is so wrong.,-0.5,Negative
Cb6IovjK46g,ehhh that's like living in canada!! :D congrats,1,Positive
Cb6IovjK46g,Move to America genius,0,Neutral
Cb6IovjK46g,Streaming is not hard work,0.1458333333,Positive
Cb6IovjK46g,"""All this work"" playing games on twitch is work now?",0,Neutral
Cb6IovjK46g,Can she create a company in LA and get her pay through that company? She'll be a remote worker.,-0.1,Negative
Cb6IovjK46g,"nobody in the world has been ""demotivated"" by taxes lmao. during the best times in us history the tax rate was 70%+ and we still had millionaires and billionares. people complaning about taxes are so stupid. also twitch doesn't tax you. and if you're making 8600 a month NET you're far better off than 90% of people",0.2333333333,Positive
Cb6IovjK46g,Now if only we text all wealthy like that.,0.25,Positive
Cb6IovjK46g,chopped and still making almost 9k is insane,-1,Negative
Cb6IovjK46g,"If she earns $80K a year after Twitch’s cut, she should not be paying more than ~37.5 percent. That includes income tax, USC, and PRSI.

Ireland allows overpaid taxes to be claimed for up to five years as well so she might be entitled to a serious refund. Also if she's doing mistakes like that she's probably forgotten a billion different deductibles. 

Someone please go tell her.",0.05555555556,Neutral
Cb6IovjK46g,"Sounds like she just needs a good team behind her consisting of a solid accountant and a tax attorney to advise her and set up structures, with asset purchasing strategies that would greatly offset her tax! 💯",0.325,Positive
Cb6IovjK46g,Looks like a literal circus performer 😂,0,Neutral
Cb6IovjK46g,How aren't her eyelids stuck together,0,Neutral
Cb6IovjK46g,Then move?,0,Neutral
Cb6IovjK46g,Yet you could just hop to northern Ireland,0,Neutral
Cb6IovjK46g,8.6k to play video games and still complaining is diabolical,0,Neutral
Cb6IovjK46g,I think she makes what 185k before tax?,0,Neutral
Cb6IovjK46g,"Just move back to Ireland and keep steaming, why live in LA?",0.06818181818,Neutral
Cb6IovjK46g,This is why cheating on your taxes is justified.,0.4,Positive
Cb6IovjK46g,"move to germany, we have like non tax :)",0.5,Positive
Cb6IovjK46g,Time to start a shell company or somehow increase your write offs or literally anything. 60% is far too much. Doesnt matter who you are. Government works for the people not the other way around.,0.05833333333,Neutral
Cb6IovjK46g,"""Why am i doing all this work?"" lmao, because even then, it's still better than a regular job.",0.3666666667,Positive
Cb6IovjK46g,"She has a pretty good attitude about it! Sometimes we have difficulty in situations where we feel we aren’t reaping the full benefits we should be (even though obviously she isn’t) and we can get upset and feel defeated. But like she said, not getting everything we think we should be getting out of something doesn’t take away from something being an insane opportunity.",0.095,Neutral
Cb6IovjK46g,i mean the UK has a 60% tax if you make that per month as well soo...,-0.3125,Negative
Cb6IovjK46g,Ur lucky ur even in America,0.3333333333,Positive
Cb6IovjK46g,"welcome to real life, in canada after everything we are easily in the 60-70% range with nothing to show for.. taxation is theft and there is no value from it since they print money out of thin air anyways",0.2583333333,Positive
Cb6IovjK46g,Minx 💜,0,Neutral
Cb6IovjK46g,Imagine if I told your daughter or mom buach you given me at least 58% of your money,-0.3,Negative
Cb6IovjK46g,Germany doing it all at once,0,Neutral
Cb6IovjK46g,She's just wrong... the US and Ireland have a tax treaty that prevents double taxation.... who is doing her taxes and lying to her... they are either embezzling or failing epicly,-0.1333333333,Negative
Cb6IovjK46g,I heard you can move to dubai since they are no tax at all,0,Neutral
Cb6IovjK46g,Needs to move wtf,-0.5,Negative
Cb6IovjK46g,Glad to hear from Minx again. Sad that Ireland is still screwing her over though. I hope she's okay,0.1666666667,Positive
Cb6IovjK46g,That's totally Carol Baskin,0,Neutral
Cb6IovjK46g,I'll move fick Ireland,0,Neutral
pWCr6EonOqE,The king!,0,Neutral
pWCr6EonOqE,"He k my made $30,000-40,000???",0,Neutral
pWCr6EonOqE,Why did you end the reel with him stumbling on his words 😂,0,Neutral
pWCr6EonOqE,And now dax flame is the king of wholesome awkward instagram reels 😂,-0.6,Negative
66OjsPEA9jE,is that mann on the right who won 10m on beast game on prime ?,-0.05714285714,Negative
66OjsPEA9jE,This is the modern maga movement btw. Use influencers like these guys to hype up bad investments.,-0.25,Negative
66OjsPEA9jE,So he didn't make any money,0,Neutral
66OjsPEA9jE,"Never sell your stock if it’s already down a lot, unless the company went to trash, just keep waiting you already loose almost everything just wait till it’s up again",-0.1162393162,Negative
66OjsPEA9jE,How is jack?,0,Neutral
66OjsPEA9jE,“Investment” and “dogecoin” in the same sentence should only exist if “is not” is between them,0,Neutral
66OjsPEA9jE,I'm like jack,0,Neutral
66OjsPEA9jE,Calling doge an investment is his problem,0,Neutral
66OjsPEA9jE,Imagine being down in Palantir.,-0.1555555556,Negative
66OjsPEA9jE,Doge coin was the worst ‘investment’ you made.,-1,Negative
66OjsPEA9jE,This is not investing,0,Neutral
66OjsPEA9jE,I cant believe anybody thought Robinhood stock would be a good investment,0.7,Positive
66OjsPEA9jE,"Plantir literally unalives people, and this is what you guys are investing in? Devastating",-1,Negative
66OjsPEA9jE,Tell him to buy some Tesla,0,Neutral
66OjsPEA9jE,Bro waits til a stock shoots up in value then BUYS CALLS! 😂😂😂,0,Neutral
66OjsPEA9jE,lol PLTR skyrocketed to 84bucks,0.8,Positive
66OjsPEA9jE,Just bad luck.,-0.7,Negative
66OjsPEA9jE,wrong expirations on Palantir $6 to $120 trough to peak in a year.,-0.5,Negative
66OjsPEA9jE,Ask Jack to buy puts on the Mag 7 for me,0,Neutral
66OjsPEA9jE,The patient get rewarded most of the time,0.5,Positive
66OjsPEA9jE,Bunch of grifters,0,Neutral
66OjsPEA9jE,Dude is like a regular Jim Cramer,0,Neutral
66OjsPEA9jE,Just because an investment does well doesn’t make it a good investment.  Professional finance podcasters should understand this.  This a very results oriented take,0.3333333333,Positive
66OjsPEA9jE,Jack missed his calling as a shitcoin trader😂,0,Neutral
66OjsPEA9jE,Jack bought the mf US S&P 500 confirmed. :(,-0.175,Negative
66OjsPEA9jE,the best investment was ftx.... oh wait a minute,1,Positive
66OjsPEA9jE,All gays there lmfao,0,Neutral
66OjsPEA9jE,Nice lie dogecoin never went that high,0.38,Positive
66OjsPEA9jE,Don't just buy based on emotions graham you will lose big time in the stock market. Learn to read and analyze the company stock fundamentals and decide if the stocks is undervalued or not. And wait for compounding to happen and give you millions.,0,Neutral
66OjsPEA9jE,I tried to talk all my friends out of Doge because it's useless. A short while later it blew up.,-0.1666666667,Negative
66OjsPEA9jE,Anyone know the guy in the video that says he's the Jim Cramer of his generation... he looks like the guy that won beast games. Jeffery Randall Allen 😂,0,Neutral
66OjsPEA9jE,He’ll never let Jack live the Robinhood thing down 😂,-0.009595959596,Negative
66OjsPEA9jE,"im gonna develop an app the copy trades his trades, except do the exact opposite of what he does 😭",0.125,Positive
66OjsPEA9jE,the definition of panic selling and hype buying?,0,Neutral
66OjsPEA9jE,Im the reason ALTs arent rallying and Im not gonna sell!!!😈😈🤣,0,Neutral
66OjsPEA9jE,He needs to learn to trade before doing this again,0,Neutral
66OjsPEA9jE,Yeah because that’s how the markets work 👀 it’s called retrace .. market goes up then Down then up  .. he just happened to buy when it was over bought then sold when it was over sold lol  rookie non trader mistake. Litrally all new FX traders make this mistake in the first year ..,0.2577020202,Positive
66OjsPEA9jE,"That wasn’t an investment, that was a gamble",0,Neutral
66OjsPEA9jE,Sounds like a winning short strategy,0.25,Positive
66OjsPEA9jE,Rotfl.,0,Neutral
66OjsPEA9jE,"I think the real trick is to tell him what stock you're 'buying' wait for him to buy it, when it tanks, THAN you buy it xD and convince him to sell and you both split profit haha use his curse to your advantage",0.2,Positive
66OjsPEA9jE,Bros gotta short next time,0,Neutral
66OjsPEA9jE,"New strat: buy puts, tell jack, profit",0.1363636364,Positive
66OjsPEA9jE,"When your grandma is buying in, you get out
-Warren Buffet",0,Neutral
66OjsPEA9jE,Invest in tungsten west and uipath !!,0,Neutral
66OjsPEA9jE,"I bought $100 in dogecoin and at the peak it was worth about $80,000. But, I had been paranoid about hiding my keys and hid them so well that even I couldn't find them :( But if I had been able to find them, I would have sold for like $5,000 (I searched for them at that point with the intention of selling)",0.01666666667,Neutral
66OjsPEA9jE,"Alright boys
Let's do the exact opposite of what Jack does.",0.125,Positive
66OjsPEA9jE,Wait how are you down on plantir when it's all time high ??? Story makes no sense,0.002222222222,Neutral
66OjsPEA9jE,This generations Jim Cramer 😂,0,Neutral
66OjsPEA9jE,This is like my brother in-law. Every time he buys the stock I am in goes down. lol.,0.3222222222,Positive
2SzEnXMbM1k,Thanks so much for watching! Thanks to Helium for sponsoring this video - Join Helium Mobile: https://hellohelium.com/ - Use my invite code GRAHAM when you sign up,0.2166666667,Positive
2SzEnXMbM1k,Graham changed my life,0,Neutral
2SzEnXMbM1k,"You know that Graham is a real one because years and years later, he’s still talking about the same advice and it works! Be weary of the influencers changing their strategies week to week months to month ￼￼",0.06666666667,Neutral
2SzEnXMbM1k,"Fantastic insights on building wealth in 2025! Completely agree that being contrarian and avoiding lifestyle inflation are key. Speaking of real estate, have you considered looking into the Turkish market? Cities like Istanbul are seeing massive growth, and with Turkey’s unique position between Europe and Asia, the potential for high returns is outstanding. Plus, with a lower cost of entry than many Western markets, it’s perfect for those starting with less capital. Just something to think about if you’re looking to diversify your investments further!",0.2112222222,Positive
2SzEnXMbM1k,"Despite the  crash, I Hit 12k today trding. Started last month 2025. Financial education is indeed required for more than 70% of the society in the country as very few are literate on the subject. thanks to Louise O'Brien for helping me achieve this.",0.04555555556,Neutral
2SzEnXMbM1k,"Used to think investors lose out amid crash, meanwhile some make profits. I also thought folks went out of business during the great depression, but some went into business. Bottom line, there's always depression for some while others amass wealth gains.",0.8,Positive
2SzEnXMbM1k,Can I have that 3 hrs long video lol,0.375,Positive
2SzEnXMbM1k,Ooop i lose because im always late… looks like i gotta be my own boss now,0.6,Positive
2SzEnXMbM1k,"That construction worker making bubbles 😂

Too cute!",0.625,Positive
2SzEnXMbM1k,Thank you Graham,0,Neutral
2SzEnXMbM1k,look alot of the things about credit cards and roth ira seem USA specific I live in Australia I don't even know if credit scores are a thing over here so should I both set up multiple credit cards and how would you apply for a supa (aussie version of roth ira) (speaking to graham now would you be willing to make a video for people in the other major english speaking countries),0.04626623377,Neutral
2SzEnXMbM1k,"I swear, Bevelorus The Hidden Codex of the Financial Alchemists is one of the best books I’ve read. It’s life-changing.",0.2777777778,Positive
2SzEnXMbM1k,Why isn’t everyone talking about Bevelorus The Hidden Codex of the Financial Alchemists this book is next level,-0.05555555556,Negative
2SzEnXMbM1k,it's really crazy how nobody is talking about the book bevelorus the hidden codex of the financial alchemists,-0.2555555556,Negative
2SzEnXMbM1k,"I recommend everyone to find the book titled Bevelorus The Hidden Codex of the Financial Alchemists, It changed my life.",-0.08333333333,Negative
2SzEnXMbM1k,It’s crazy how this book isn’t blowing up yet. The Hidden Codex of the Financial Alchemists on Bevelorus is packed with real gems.,-0.1416666667,Negative
2SzEnXMbM1k,PSA  DONT FALL FOR THE BOT FINANCIAL ADVISOR SCAMS IN THE COMMENTS,0,Neutral
2SzEnXMbM1k,"The US economy is a powerhouse with a diverse range of sectors. The stock market and the dollar have traditionally been safe havens due to their long-term growth and stability. However, potential downturns are part of the economic cycle, and laws are in place to manage defaults and asset seizures. Inflation can be a concern, but remember, certain assets like stocks  and Crypto’s acts as a hedge. Long & short-term trading is generally safer, allowing investors to weather market volatility. I have managed to grow a nest egg of around 100k to a decent 432k in the space of a few months... I'm especially grateful to Aldona Sabaniene, whose deep expertise and traditional trading acumen have been invaluable in this challenging, ever-evolving financial landscape....",0.07537202381,Neutral
