video_id,comment,sentiment
66OjsPEA9jE,lol PLTR skyrocketed to 84bucks,0.8
66OjsPEA9jE,Just bad luck.,-0.6999999999999998
66OjsPEA9jE,wrong expirations on Palantir $6 to $120 trough to peak in a year.,-0.5
66OjsPEA9jE,Ask Jack to buy puts on the Mag 7 for me,0.0
66OjsPEA9jE,The patient get rewarded most of the time,0.5
66OjsPEA9jE,Bunch of grifters,0.0
66OjsPEA9jE,Dude is like a regular Jim Cramer,0.0
66OjsPEA9jE,Just because an investment does well doesn’t make it a good investment.  Professional finance podcasters should understand this.  This a very results oriented take,0.3333333333333333
66OjsPEA9jE,Jack missed his calling as a shitcoin trader😂,0.0
66OjsPEA9jE,Jack bought the mf US S&P 500 confirmed. :(,-0.175
66OjsPEA9jE,the best investment was ftx.... oh wait a minute,1.0
66OjsPEA9jE,All gays there lmfao,0.0
66OjsPEA9jE,Nice lie dogecoin never went that high,0.38
66OjsPEA9jE,Don't just buy based on emotions graham you will lose big time in the stock market. Learn to read and analyze the company stock fundamentals and decide if the stocks is undervalued or not. And wait for compounding to happen and give you millions.,0.0
66OjsPEA9jE,I tried to talk all my friends out of Doge because it's useless. A short while later it blew up.,-0.16666666666666666
66OjsPEA9jE,Anyone know the guy in the video that says he's the Jim Cramer of his generation... he looks like the guy that won beast games. Jeffery Randall Allen 😂,0.0
66OjsPEA9jE,He’ll never let Jack live the Robinhood thing down 😂,-0.009595959595959616
66OjsPEA9jE,"im gonna develop an app the copy trades his trades, except do the exact opposite of what he does 😭",0.125
66OjsPEA9jE,the definition of panic selling and hype buying?,0.0
66OjsPEA9jE,Im the reason ALTs arent rallying and Im not gonna sell!!!😈😈🤣,0.0
66OjsPEA9jE,He needs to learn to trade before doing this again,0.0
66OjsPEA9jE,Yeah because that’s how the markets work 👀 it’s called retrace .. market goes up then Down then up  .. he just happened to buy when it was over bought then sold when it was over sold lol  rookie non trader mistake. Litrally all new FX traders make this mistake in the first year ..,0.2577020202020202
66OjsPEA9jE,"That wasn’t an investment, that was a gamble",0.0
66OjsPEA9jE,Sounds like a winning short strategy,0.25
66OjsPEA9jE,Rotfl.,0.0
66OjsPEA9jE,"I think the real trick is to tell him what stock you're 'buying' wait for him to buy it, when it tanks, THAN you buy it xD and convince him to sell and you both split profit haha use his curse to your advantage",0.2
66OjsPEA9jE,Bros gotta short next time,0.0
66OjsPEA9jE,"New strat: buy puts, tell jack, profit",0.13636363636363635
66OjsPEA9jE,"When your grandma is buying in, you get out
-Warren Buffet",0.0
66OjsPEA9jE,Invest in tungsten west and uipath !!,0.0
66OjsPEA9jE,"I bought $100 in dogecoin and at the peak it was worth about $80,000. But, I had been paranoid about hiding my keys and hid them so well that even I couldn't find them :( But if I had been able to find them, I would have sold for like $5,000 (I searched for them at that point with the intention of selling)",0.016666666666666663
66OjsPEA9jE,"Alright boys
Let's do the exact opposite of what Jack does.",0.125
66OjsPEA9jE,Wait how are you down on plantir when it's all time high ??? Story makes no sense,0.0022222222222222088
66OjsPEA9jE,This generations Jim Cramer 😂,0.0
66OjsPEA9jE,This is like my brother in-law. Every time he buys the stock I am in goes down. lol.,0.32222222222222224
66OjsPEA9jE,"The federal reserve turned it into 17000 dollars. You did nothing. Guy put 100 dollars in a magic coin and got a return, anyone see a problem here?",0.5
2SzEnXMbM1k,Thanks so much for watching! Thanks to Helium for sponsoring this video - Join Helium Mobile: https://hellohelium.com/ - Use my invite code GRAHAM when you sign up,0.21666666666666667
2SzEnXMbM1k,"Used to think investors lose out amid crash, meanwhile some make profits. I also thought folks went out of business during the great depression, but some went into business. Bottom line, there's always depression for some while others amass wealth gains.",0.8
2SzEnXMbM1k,Can I have that 3 hrs long video lol,0.375
2SzEnXMbM1k,Ooop i lose because im always late… looks like i gotta be my own boss now,0.6
2SzEnXMbM1k,"That construction worker making bubbles 😂

Too cute!",0.625
2SzEnXMbM1k,Thank you Graham,0.0
2SzEnXMbM1k,look alot of the things about credit cards and roth ira seem USA specific I live in Australia I don't even know if credit scores are a thing over here so should I both set up multiple credit cards and how would you apply for a supa (aussie version of roth ira) (speaking to graham now would you be willing to make a video for people in the other major english speaking countries),0.04626623376623377
2SzEnXMbM1k,"I swear, Bevelorus The Hidden Codex of the Financial Alchemists is one of the best books I’ve read. It’s life-changing.",0.2777777777777778
2SzEnXMbM1k,Why isn’t everyone talking about Bevelorus The Hidden Codex of the Financial Alchemists this book is next level,-0.05555555555555555
2SzEnXMbM1k,it's really crazy how nobody is talking about the book bevelorus the hidden codex of the financial alchemists,-0.25555555555555554
2SzEnXMbM1k,"I recommend everyone to find the book titled Bevelorus The Hidden Codex of the Financial Alchemists, It changed my life.",-0.08333333333333333
2SzEnXMbM1k,It’s crazy how this book isn’t blowing up yet. The Hidden Codex of the Financial Alchemists on Bevelorus is packed with real gems.,-0.14166666666666666
2SzEnXMbM1k,PSA  DONT FALL FOR THE BOT FINANCIAL ADVISOR SCAMS IN THE COMMENTS,0.0
2SzEnXMbM1k,"The US economy is a powerhouse with a diverse range of sectors. The stock market and the dollar have traditionally been safe havens due to their long-term growth and stability. However, potential downturns are part of the economic cycle, and laws are in place to manage defaults and asset seizures. Inflation can be a concern, but remember, certain assets like stocks  and Crypto’s acts as a hedge. Long & short-term trading is generally safer, allowing investors to weather market volatility. I have managed to grow a nest egg of around 100k to a decent 432k in the space of a few months... I'm especially grateful to Aldona Sabaniene, whose deep expertise and traditional trading acumen have been invaluable in this challenging, ever-evolving financial landscape....",0.0753720238095238
2SzEnXMbM1k,You don’t need a credit score to do that I didn’t have a credit score when I got my first apartment you don’t need it now. Thousands of people buy houses without credit scores around this country you don’t need one. That’s a lie to believe that that’s the only way that you are responsible enough to pay your bills because you pay your bills every month.,0.1125
2SzEnXMbM1k,"i’m in medical sales making 6 figures before age 30. i started working a basic sales job and leveraged that to get a larger income so i cannot agree more that sales is the best way to make money as a w2 worker! its also entrepreneurial in nature and you have a lot of autonomy. it’s like running your own business without having to put up startup costs (: 

i do have a spending  problem tho…",0.35000000000000003
2SzEnXMbM1k,Yotta😂,0.0
2SzEnXMbM1k,"One word.

Yotta.",0.0
2SzEnXMbM1k,Any update on the ba nk that you bought?,0.0
2SzEnXMbM1k,Loving the thumbnail,0.6
2SzEnXMbM1k,Hamster wheel 🤣,0.0
2SzEnXMbM1k,if this ends in a low expense ratio s&p fund…,0.0
2SzEnXMbM1k,"This is quite educational. It's crucial for newcomers to keep in mind that the financial markets are highly irrational in the short run. You should constantly be ready for the unexpected. That is how chance operates. Because of the inherent risks in the market, I always favor long-term investments.",0.10142857142857144
2SzEnXMbM1k,"I'd love to invest in stocks after listening to a guy on a podcast talk about the importance of investing and how he made over $300k in few months of investing into stocks from $175k initial capital, somehow this video has helped shed light on some things but I'm confused about the current market volatility I'm new to this and I'm open to ideas.",0.054545454545454536
2SzEnXMbM1k,I’m just waiting for the April fools video!,0.0
2SzEnXMbM1k,"Great insights, Graham! It's true that being a contrarian and building multiple income streams can really fast-track wealth. I fully agree that sales are underrated, and real estate is a particularly powerful avenue. In fact, investing in emerging markets like Turkey provides a unique opportunity. Property prices in places like Istanbul have historically outperformed, and with a booming economy, there's still a lot of room for growth. Plus, investing abroad adds another layer of diversification to your portfolio! Just like maximizing a Roth IRA, real estate can be a major wealth-building tool with the right strategy. If anyone's interested in exploring this further, feel free to reach out!

Looking forward to the next video!",0.2482142857142857
2SzEnXMbM1k,I wish investing was taught in schools. My biggest regret is that I started so late because there are so many benefits to doing this. And I'm still not very good at it; I think I need help right now.,0.05412087912087914
2SzEnXMbM1k,Invest in what?,0.0
2SzEnXMbM1k,"I think investors should always put their cash to work, especially In 2025, we'll start to see more market diversification. I'm hoping to invest about $350k of my savings in stocks against next year. Hope to make millions in 2025.,..",0.16666666666666666
2SzEnXMbM1k,We really gonna listen to this guy who introduced us to Yotta? 😂😂,0.2
2SzEnXMbM1k,Invest in yourself is the way to go. Having a business and steady income will make all the investing graham mentioned easier and be consistent,0.20833333333333331
2SzEnXMbM1k,I’m 4 minutes in and I can hear Dave Ramsey unsubscribing.,0.0
2SzEnXMbM1k,"Exactly. ""Work so much that you don't have time to spend the money!""",0.25
2SzEnXMbM1k,"Great tips on building wealth! While these strategies are solid, have you considered investing in emerging markets like Turkey? The Turkish real estate market offers a unique blend of high ROI and capital growth, especially in cities like Istanbul. Many investors are now looking at Turkish properties as a way to diversify and maximize their returns. Plus, with options starting as low as $100,000, it's a fantastic opportunity for those looking to make their money work harder.

I've personally seen how investing in Turkey can outperform traditional markets. If anyone is interested in exploring this further, I'd be happy to share more insights! 🏠💼📈",0.23944444444444443
2SzEnXMbM1k,"I hope no one will actually trust the comments in this comment section. DO NOT INVEST YOUR MONEY ON WHAT THEY SUGGEST, KEEP IT SAFE.",0.25
2SzEnXMbM1k,"video titled ""where to invest""

also in description ""not investment advice""",0.0
2SzEnXMbM1k,"I agree 99%, but will quibble with you on one thing about credit cards. Some people can treat it like cash, but some can't. They buy more with a card than they would with cash. If they do, it is not worth it for the points or for the credit.",0.175
2SzEnXMbM1k,Yodda?,0.0
2SzEnXMbM1k,"Hi, do you consider day trading a result base income ?",-0.8
2SzEnXMbM1k,"Guys, you’ve got to trust me on this: read the book Infinite Money Mastery. If it’s not worth it, I’ll personally refund every cent you’ve lost. Don’t be scared to invest in yourself, because time’s flying and let’s be real: good books like this are as rare as a unicorn!",0.30625
2SzEnXMbM1k,Gonna talk about Yotta buddy?,0.0
2SzEnXMbM1k,Congrats on 5M subs!,0.0
2SzEnXMbM1k,The thumbnail is Graham looking out his car window.,0.0
2SzEnXMbM1k,"If nobody starts a business, who's going to provide anything?",0.0
2SzEnXMbM1k,"YES IT’S STILL POSSIBLE TO CASHFLOW IN 2025! My wife and I bought a duplex last year in Baltimore and we’ve been house hacking. Fast forward to this year… we are getting ready to move out and rent the other half. Even with a 6.99% rate we are projected to cash flow a couple hundred dollars a month. It’s not glamorous, but in this economy it’s a win😂 11:04",0.01805555555555556
2SzEnXMbM1k,"California is the hottest market hun, stocks are trash",0.0
2SzEnXMbM1k,yea i pay $60 for my phone and i get amazon prime and google drive 100gb and some other stuff all together you ain't betting that,-0.125
2SzEnXMbM1k,Is it really official? I saw it on CNBC that $XAI122 token is about to launch. Better get in the presale now,0.35
2SzEnXMbM1k,"honestly im up $18,000 already from $XAI122 should i leave my money for long-term or realize some profits?",0.6
2SzEnXMbM1k,Just invested $10K into $XAI122 very confident about this project,0.65
rcJV95rxfv8,Pi is 100% a lie trying to get the kid to stop,0.0
rcJV95rxfv8,Thought?,0.0
rcJV95rxfv8,The private investigator is probably another con by the kid lol,0.4
rcJV95rxfv8,Kid!????,0.0
rcJV95rxfv8,These clips make Ludwig look pseudo intellectual,0.3
rcJV95rxfv8,"this cracked me up ngl. what is a professional gambler? gambling is gambling. winning is not even a guarantee. you cant ""professonally"" be lucky over and over. who gives anyone 50k to gamble with..",0.3111111111111111
rcJV95rxfv8,"""who though i was hid ticket out"". Idk man, sounds like you where definitely his ticket out😂",0.0
rcJV95rxfv8,1st,0.0
2E1NxeE5mkA,Doesn’t mention that the employee made 10 sales for the business that day,0.0
2E1NxeE5mkA,Employees do not bear the burden of business expenses. That is the businesses responsibility,0.0
2E1NxeE5mkA,"So the employee took more money home. The business poured all their money back into the business, so they took home a lot less. Spending. $50 to save $10 in taxes isn’t saving $10, it’s spending $50.",0.11111111111111112
2E1NxeE5mkA,"High risk high reward. If you value yourself enough, become your own boss.",0.22999999999999998
2E1NxeE5mkA,"😂  business expenses are expenses used for the business. If you own a restaurant, the food you purchased are expenses for customers. It's NOT your personal food",0.3
2E1NxeE5mkA,"This is why the business owner should have oversight about expenses and expenditures... and why employees that either waste company resources, or worse, try to hide cashflow details from the owner, need to be fired, or worse (depending on what they did)",-0.3333333333333333
2E1NxeE5mkA,It’s more like the business had to spend $80 to make $100. And that’s assuming they’re at a 25% profit margin😂,0.5
2E1NxeE5mkA,This is not how it works. Do not follow this guy.,0.0
2E1NxeE5mkA,Businesses pay payroll tax. So where is that factored in silly goose.,-0.5
